2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004658,E,Signature Bank,Y,CORP,,,,,,,,2.62,8/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004659,E,Signature Bank,Y,CORP,,,,,,,,82.07,8/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004660,E,Signature Bank,Y,CORP,,,,,,,,2.66,8/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004687,E,Signature Bank,Y,CORP,,,,,,,,79.45,9/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004688,E,Signature Bank,Y,CORP,,,,,,,,2.54,9/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004689,E,Signature Bank,Y,CORP,,,,,,,,2.18,9/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004762,E,Signature Bank,Y,CORP,,,,,,,,1.24,10/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004763,E,Signature Bank,Y,CORP,,,,,,,,2.55,10/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004764,E,Signature Bank,Y,CORP,,,,,,,,79.47,10/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004836,E,JPMorgan Chase Bank,Y,CORP,,,,,,,,250.00,10/12/2011,,,Other,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004901,E,Signature Bank,Y,CORP,,,,,,,,72.49,11/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004902,E,Signature Bank,Y,CORP,,,,,,,,2.38,11/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004903,E,Signature Bank,Y,CORP,,,,,,,,1.46,11/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004993,E,Signature Bank,Y,CORP,,,,,,,,2.46,12/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004994,E,Signature Bank,Y,CORP,,,,,,,,1.65,12/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004995,E,Signature Bank,Y,CORP,,,,,,,,74.00,12/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005401,E,Signature Bank,Y,CORP,,,,,,,,2.46,1/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005402,E,Signature Bank,Y,CORP,,,,,,,,71.01,1/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005403,E,Signature Bank,Y,CORP,,,,,,,,0.81,1/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005430,E,Signature Bank,Y,CORP,,,,,,,,2.62,2/29/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005431,E,Signature Bank,Y,CORP,,,,,,,,71.02,2/29/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005432,E,Signature Bank,Y,CORP,,,,,,,,2.30,2/29/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005451,E,Signature Bank,Y,CORP,,,,,,,,0.58,3/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005452,E,Signature Bank,Y,CORP,,,,,,,,75.99,3/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005453,E,Signature Bank,Y,CORP,,,,,,,,2.46,3/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005504,E,Signature Bank,Y,CORP,,,,,,,,2.38,4/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005505,E,Signature Bank,Y,CORP,,,,,,,,2.57,4/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005506,E,Signature Bank,Y,CORP,,,,,,,,71.44,4/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005687,E,Signature Bank,Y,CORP,,,,,,,,76.37,5/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005688,E,Signature Bank,Y,CORP,,,,,,,,2.46,5/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005689,E,Signature Bank,Y,CORP,,,,,,,,7.57,5/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005977,E,Signature Bank,Y,CORP,,,,,,,,2.81,6/29/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005978,E,Signature Bank,Y,CORP,,,,,,,,2.36,6/29/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,,,R0005979,E,Signature Bank,Y,CORP,,,,,,,,77.01,6/29/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006180,E,Signature Bank,Y,CORP,,,,,,,,5.55,7/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006181,E,Signature Bank,Y,CORP,,,,,,,,2.22,7/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006182,E,Signature Bank,Y,CORP,,,,,,,,92.18,7/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006289,E,Signature Bank,Y,CORP,,,,,,,,104.98,8/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006290,E,Signature Bank,Y,CORP,,,,,,,,2.21,8/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006291,E,Signature Bank,Y,CORP,,,,,,,,3.64,8/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006292,E,Signature Bank,Y,CORP,,,,,,,,2.13,9/28/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006293,E,Signature Bank,Y,CORP,,,,,,,,104.48,9/28/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006294,E,Signature Bank,Y,CORP,,,,,,,,0.76,9/28/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006570,E,Signature Bank,Y,CORP,,,,,,,,2.21,10/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006571,E,Signature Bank,Y,CORP,,,,,,,,107.30,10/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006572,E,Signature Bank,Y,CORP,,,,,,,,1.68,10/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006573,E,Signature Bank,Y,CORP,,,,,,,,6.54,11/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006574,E,Signature Bank,Y,CORP,,,,,,,,103.43,11/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006575,E,Signature Bank,Y,CORP,,,,,,,,2.14,11/30/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006678,E,Signature Bank,Y,CORP,,,,,,,,4.53,12/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006679,E,Signature Bank,Y,CORP,,,,,,,,2.18,12/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,,,R0006680,E,Signature Bank,Y,CORP,,,,,,,,106.90,12/31/2012,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,7,,,R0006846,E,Signature Bank,Y,CORP,,,,,,,,103.23,1/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,7,,,R0006847,E,Signature Bank,Y,CORP,,,,,,,,2.10,1/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,7,,,R0006848,E,Signature Bank,Y,CORP,,,,,,,,2.83,1/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,7,,,R0006882,E,Signature Bank,Y,CORP,,,,,,,,1.77,2/28/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,7,,,R0006883,E,Signature Bank,Y,CORP,,,,,,,,1.25,2/28/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,7,,,R0006884,E,Signature Bank,Y,CORP,,,,,,,,87.60,2/28/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,8,,,R0007083,E,Signature Bank,Y,CORP,,,,,,,,0.95,3/29/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,8,,,R0007084,E,Signature Bank,Y,CORP,,,,,,,,94.33,3/29/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,8,,,R0007085,E,Signature Bank,Y,CORP,,,,,,,,1.95,3/29/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,8,,,R0007442,E,Signature Bank,Y,CORP,,,,,,,,5.29,4/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,8,,,R0007443,E,Signature Bank,Y,CORP,,,,,,,,1.88,4/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,8,,,R0007444,E,Signature Bank,Y,CORP,,,,,,,,89.78,4/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,9,,,R0007730,E,Signature Bank,Y,CORP,,,,,,,,113.51,5/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,9,,,R0007731,E,Signature Bank,Y,CORP,,,,,,,,1.93,5/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,9,,,R0007732,E,Signature Bank,Y,CORP,,,,,,,,4.69,5/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,9,,,R0007869,E,Signature Bank,Y,CORP,,,,,,,,115.11,6/28/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,9,,,R0007870,E,Signature Bank,Y,CORP,,,,,,,,1.71,6/28/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,9,,,R0007871,E,Signature Bank,Y,CORP,,,,,,,,2.20,6/28/2013,,,Interest/Dividends,,N,
2013,4,1324,P,Escoffery-Bey,Mark,,I,12,,,R0000911,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,166058.00,8/28/2013,,,Public Funds Payment,,N,
2013,4,1324,P,Escoffery-Bey,Mark,,I,12,,,R0000954,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,18430.00,9/6/2013,,,Public Funds Payment,,N,
2013,4,1324,P,Escoffery-Bey,Mark,,I,13,,,R0001342,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,4759.00,9/26/2013,,,Public Funds Payment,,N,
2013,4,1529,P,Menin,Julie,,H,10,,,R0004600,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,755535.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,1529,P,Menin,Julie,,H,12,,,R0005086,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,39635.00,9/6/2013,,,Public Funds Payment,,N,
2013,4,1731,P,Gangemi,John,F,H,10,,,R0000607,E,FRIENDS OF ERICK SALGADO,Y,PCOMC,,,,Brooklyn,NY,11214,K,1000.00,7/24/2013,,,Other,SHARING PETION EXPEN,N,
2013,4,1731,P,Gangemi,John,F,H,9,,,R0000354,E,GUERRIERO FOR ADVOCATE,Y,PCOMC,,,,NEW YORK,NY,,M,4000.00,6/10/2013,,,Prodeeds Sale / Lease,SHARE EXPENSES,N,
2013,4,1731,P,Gangemi,John,F,H,9,,,R0000508,E,FRIENDS OF ERICK SALGADO,Y,PCOMC,,,,Brooklyn,NY,11214,K,2500.00,7/2/2013,,,Other,PETITIONS EXEPENSES,N,
2013,4,1731,P,Gangemi,John,F,H,9,,,R0000549,E,GUERRIERO FOR ADVOCATE,Y,PCOMC,,,,NEW YORK,NY,,M,5000.00,7/8/2013,,,Other,PETIONS SHARING EXPE,N,
2013,4,1731,P,Gangemi,John,F,H,9,,,R0000550,E,FRIENDS OF JEAN SIMILIEN,Y,PCOMC,,,,Brooklyn,NY,11210,K,500.00,7/9/2013,,,Other,PETIONS,N,
2013,4,214,P,Oddo,James,S,N,12,,,R0003823,E,Matteo for Council,Y,PCOMC,,,,Staten Island,NY,10314,S,153.75,9/9/2013,,,Other,Share of Con Ed bill,N,
2013,4,214,P,Oddo,James,S,N,12,,,R0003824,E,Matteo for Council,Y,PCOMC,,,,Staten Island,NY,10314,S,112.17,9/9/2013,,,Other,share of cable bill,N,
2013,4,214,P,Oddo,James,S,N,12,,,R0003825,E,Matteo for Council,Y,PCOMC,,,,Staten Island,NY,10314,S,125.58,9/9/2013,,,Other,Use of HQ for primar,N,
2013,4,214,P,Oddo,James,S,N,13,,,R0003867,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,186342.00,9/26/2013,,,Public Funds Payment,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,10,,,R0008924,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,643918.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,10,,,R0008951,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,127.90,12/31/2012,,,Interest/Dividends,Interest,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,10,,,R0008976,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,2.24,7/31/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,11,,,R0009114,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,8920.00,8/15/2013,,,Public Funds Payment,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,12,,,R0009131,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,2650.00,8/28/2013,,,Public Funds Payment,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001030,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,79.00,5/31/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001320,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,76.00,6/30/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001600,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,55.00,7/31/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001601,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,55.00,8/31/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001602,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,54.00,9/30/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001603,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,55.00,10/31/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001604,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,50.00,11/30/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001606,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,50.00,12/31/2006,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001680,E,Commerce Visa: Double G Pharm,Y,OTHR,,,,Queens,NY,11105,Q,48.00,3/5/2007,,,Other,rmbrse 4 prsnl expns,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001808,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,49.00,1/31/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001809,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,43.00,2/28/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001810,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,46.00,3/31/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001811,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,43.00,4/30/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001814,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,43.00,5/31/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0001895,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,40.00,6/30/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0003226,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,44.00,7/31/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0003227,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,44.00,8/31/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0003228,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,43.00,9/30/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0003229,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,68.00,10/30/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0003230,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,94.00,11/30/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0003231,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,120.00,12/31/2007,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0004490,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,122.45,1/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0004491,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,117.35,2/29/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0004492,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,133.24,3/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0004493,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,135.54,4/30/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0004494,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,142.39,5/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0004495,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,143.92,6/30/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005287,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,156.64,7/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005288,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,155.17,8/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005289,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,154.29,9/30/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005290,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,168.57,10/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005291,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,94.66,12/31/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005331,E,Commerce Bank,Y,CORP,,,,Cherry Hill,NJ,08034,,117.73,11/30/2008,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005384,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,85.51,1/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005385,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,68.69,2/28/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005386,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,76.07,3/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005387,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,73.64,4/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005388,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,76.11,5/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005389,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,73.68,6/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005391,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.13,2/12/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005392,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.15,3/12/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005393,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.10,4/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005394,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,5/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005395,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,6/11/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005396,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.07,7/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005397,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,26.86,2/12/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005398,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,26.37,3/12/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005399,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,30.71,4/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005400,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,28.81,5/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005401,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,27.86,6/11/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005402,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,30.75,7/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005405,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,337.23,1/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005406,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,276.28,2/27/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005407,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,316.01,3/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005408,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,169.98,4/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005409,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,57.30,5/29/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005410,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,63.24,6/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005453,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,67.73,7/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005454,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,43.53,8/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005455,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,51.61,9/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005456,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,133.43,10/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005457,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,126.47,11/30/2009,,,Interest/Dividends,,N,
